지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
99,파주,2019-10,13.9,21,1016,1019.7,12.7,80,30.4,1.2,4.5,2.8,228.3,65.55,,16
99,파주,2019-11,4.8,12.1,1019.8,1023.6,6.5,74,72.2,1.1,4.3,3,192.3,63.03,,6.6
99,파주,2019-12,-.8,4.3,1022.7,1026.7,4.6,76,28.2,1.1,4,3.3,157.5,52.85,,.5
99,파주,2020-01,-.6,5.3,1020.7,1024.6,4.3,73,82.3,1.2,4.3,2.9,193.5,63.21,,.3
99,파주,2020-02,.6,6.7,1021.8,1025.7,5,75,54.3,1.3,4.4,3.5,176.4,56.34,,2.6
99,파주,2020-03,5.7,12.9,1014.6,1018.4,5.5,62,12.1,1.7,3.5,2.5,262.3,70.61,,7
99,파주,2020-04,9.3,16.9,1013.8,1017.6,6.9,61,17.5,2,3.1,1.6,290,73.18,,12.7
99,파주,2020-05,16.4,22.9,1006.9,1010.5,14.4,80,131.8,1.4,6.4,4.8,190.4,43.15,,19.8
99,파주,2020-06,22,27.8,1003,1006.5,20.6,80,131.4,1.3,5.6,3.6,227.6,51.39,,27.8
99,파주,2020-07,22.7,27.2,1003.7,1007.2,23.5,86,231.2,1.4,7.2,5.2,162.3,36.12,,25.5
99,파주,2020-08,25.2,28.9,1005,1008.5,29.5,93,682.6,1.5,7.5,6.2,108.1,25.67,,26.7
99,파주,2020-09,19.3,25,1009,1012.6,18.5,84,195.7,1.5,5.6,4,198.8,53.35,,22
99,파주,2020-10,11.2,19.2,1017.8,1021.5,10.1,76,3.5,1.1,4.1,2.4,233.1,67.04,,14.1
99,파주,2020-11,5.4,12.1,1022,1025.8,7.1,75,64.2,1.2,3.9,3.2,171.9,56.49,,6.9
99,파주,2020-12,-3.3,3.1,1023.7,1027.7,3.5,69,5.7,1.1,3.4,2.6,203.3,68.24,,-.9
99,파주,2021-01,-5.1,1.5,1021.9,1025.8,3.1,65,12.9,1.4,4,2.8,192.8,62.88,,-3.2
99,파주,2021-02,.5,7.2,1018.4,1022.3,4.3,64,10,1.8,4.1,2.7,197.1,65.16,,1.5
99,파주,2021-03,6.7,14,1016.8,1020.5,6.9,73,112.4,1.5,4.7,3.1,242.6,65.37,,8.4
99,파주,2021-04,12.2,19,1015.2,1018.9,8.9,65,106.4,1.8,4.7,3.3,234.8,59.34,,14.3
99,파주,2021-05,15.5,21.9,1005.9,1009.5,13.6,79,243,1.5,5.4,3.9,212.8,48.23,,18.2
99,파주,2021-06,21.1,26.7,1004.6,1008.1,20.8,85,50.4,1.2,6.1,3.6,198.9,44.91,,25.2
99,파주,2021-07,26.1,31.4,1004.9,1008.4,28.1,85,93.6,1.1,5.3,2.9,256.6,57.1,,30.7
99,파주,2021-08,24.1,29.3,1005.5,1009,24.7,84,183.3,1.3,6.8,4.1,180.1,42.72,,27.8
99,파주,2021-09,20.6,26.5,1010.6,1014.2,19.7,83,93.5,1.6,5.3,3.5,209.4,56.12,,22.7
99,파주,2021-10,13,19.8,1018.4,1022.1,13.1,82,79.4,1.1,4.6,3.6,190.5,54.77,263.31,15.1
99,파주,2021-11,5.5,12.7,1016.8,1020.6,7.3,79,47.2,1.1,4.4,3.1,176,57.78,266.77,6
99,파주,2021-12,-1.9,4.4,1022.4,1026.3,4.1,71,5.8,1.2,3.2,2.5,193.1,64.84,250.9,-.7
99,파주,2022-01,-5.2,1.9,1022.5,1026.5,2.8,66,7.2,1,3.4,2.2,218.6,71.32,300.18,-3.4
99,파주,2022-02,-3.6,3.5,1023.1,1027.1,3.1,63,2.6,1.5,3,1.9,222,73.44,359.52,-1.9
100,대관령,2018-01,-8.5,-3.2,926.9,1023.1,2.1,57,4.3,4.7,,,238.3,77.62,304.65,-6.2
100,대관령,2018-02,-6.5,-1.2,927.2,1022.6,2.2,54,43.2,4.8,,,233.3,77.12,350.85,-5.1
100,대관령,2018-03,2.3,7.4,928.5,1020.8,5,69,72.9,4.3,,,231,62.28,445.11,2.6
100,대관령,2018-04,8.1,13.9,925.7,1015.6,6.1,60,128.7,4.3,,,268.4,67.91,550.5,8.5
100,대관령,2018-05,12.5,18.2,923.6,1011.6,10.6,75,203,3.8,,,265,60.17,565.92,15
100,대관령,2018-06,17.1,22.8,921.9,1008,14.2,76,83.5,2.7,,,267.3,60.43,602.53,22.3
100,대관령,2018-07,21.4,25.8,924.4,1009.3,21.4,86,228,2.9,,,239.5,53.34,556.56,25
100,대관령,2018-08,21.1,25.5,923.3,1008.2,22.1,89,542.6,2.6,6.7,3.9,183,53.45,478.48,24.4
100,대관령,2018-09,14.2,18.7,926.8,1014.4,14,87,195.4,2.4,6.2,3.9,132.1,41.1,358.66,16.9
100,대관령,2018-10,6.9,12.9,928.8,1019.3,7.7,77,158.4,3.3,4.1,2.9,225.6,64.79,344.73,8.5
100,대관령,2018-11,2.7,8.8,931.6,1024,5.5,73,50.4,2.8,4.2,3,170.1,55.7,227.38,2.9
100,대관령,2018-12,-5,.7,931.6,1026.9,3,60,21,3.7,4,1.9,207.4,69.46,227.76,-3.5
100,대관령,2019-01,-5.6,.4,929.9,1025.3,2.1,53,.5,4.1,3.2,2,238.5,77.71,269.29,-5.1
100,대관령,2019-02,-3.3,2.1,929.4,1023.9,3.1,63,16.7,3.3,4.7,3.2,216.2,71.47,329.59,-1.7
100,대관령,2019-03,1.6,7.3,924.8,1016.9,4.7,70,48.5,3.5,4.9,3.8,229.2,61.85,471.59,2.2
100,대관령,2019-04,6.2,12.3,925.1,1015.5,6.2,66,59.9,3,5.2,3.4,236.5,59.86,567.23,8.1
100,대관령,2019-05,14.5,21.6,923.7,1010.9,8.8,56,5.6,3.4,4.1,2.3,320.7,72.9,761.87,18
100,대관령,2019-06,16.3,21.9,921.2,1007.5,14.6,81,168.5,2.2,5.8,4,250.1,56.53,642.59,20.6
100,대관령,2019-07,20.2,23.8,921.5,1006.4,20.8,88,183.8,2.6,7,5.8,164.9,36.71,492.46,22.7
100,대관령,2019-08,21,25.6,922.4,1007.2,21.6,87,205.8,2.4,6.3,4.5,220.4,52.26,564.3,24.5
100,대관령,2019-09,16.1,21.3,929.2,1016.3,16.7,91,251.5,1.8,7.4,6.3,149.2,39.94,385.85,18.7
100,대관령,2019-10,10.1,15.3,930.6,1020,10.8,86,176.9,2.2,6,4.8,179.3,51.42,352.08,11.8
100,대관령,2019-11,2.9,9.4,931,1023.2,6.1,78,78.4,2.5,4.7,3.5,184.9,60.5,289.37,3.5
100,대관령,2019-12,-2.8,2.2,931,1025.4,3.8,71,2.4,3.8,3.8,3,200.3,67.08,282.16,-2.5
100,대관령,2020-01,-3.2,1.6,929.7,1024.1,3.8,76,86.3,2.8,5.1,4.1,175.4,57.21,279.03,-2.5
100,대관령,2020-02,-2.7,2.5,930.5,1024.9,3.9,74,45.5,3.3,4.5,3.4,216.5,69.08,384.2,-.4
100,대관령,2020-03,2.1,8.4,925.5,1017.5,5,70,39.1,3.4,4,3,273.6,73.65,559.7,3.1
100,대관령,2020-04,4.8,11.1,926,1017,5.5,66,64.2,3.6,4.3,3,263.2,66.5,613.78,7.6
100,대관령,2020-05,12.8,18.6,922.6,1010.3,11.3,78,104.6,3.1,5.7,4.2,248.4,56.35,638.57,16.3
100,대관령,2020-06,18.7,24.3,920.5,1005.9,17,80,157.5,2.7,5.7,3.9,239.5,54.14,651.1,23.8
100,대관령,2020-07,17.9,22.3,922.1,1007.9,18.5,91,382.3,2.1,7,5.3,169.8,37.85,509.92,21.3
100,대관령,2020-08,22.2,25.8,924.1,1008.6,24,91,296.7,2.9,7.5,6.1,133,31.6,407.6,23.6
100,대관령,2020-09,14.7,19.1,925.4,1012.8,15,89,551,3,6.5,5.2,152.3,40.87,383.28,17
100,대관령,2020-10,7.9,14.6,931.1,1021.5,8.5,79,1.8,2.2,4.7,3.7,221.5,63.69,427.69,10.4
100,대관령,2020-11,3.4,8.9,932.4,1024.6,5.6,68,22.6,3.6,3.8,3,205.7,67.46,326.01,4.4
100,대관령,2020-12,-5.4,-.4,930.6,1026,2.8,63,4.2,4.1,3.1,2.1,221.4,74.17,307.9,-2.6
100,대관령,2021-01,-7.3,-1.8,928.7,1024.6,2.7,64,7.8,4,3.7,2.5,204.9,66.7,310.63,-4.8
100,대관령,2021-02,-2,3.8,926.8,1020.5,3.3,60,2.2,4.6,3.6,1.6,226.8,74.9,379.72,-1.1
100,대관령,2021-03,3,9.2,928.5,1020.4,5.2,71,86.2,3,5,3.8,231.9,62.47,493.87,3.1
100,대관령,2021-04,7.5,13.5,928.9,1019.2,6.5,65,98.4,3,5.1,3.5,257.8,65.18,604.86,10.6
100,대관령,2021-05,11.8,17.3,921.2,1009.1,9.9,73,154,3.1,5.7,4.2,225.5,51.18,587.01,14.6
100,대관령,2021-06,16.8,21.7,922.2,1008.4,15.9,84,78.6,2.3,6.6,5,185.1,41.84,565.43,20.5
100,대관령,2021-07,21.4,26.4,924.4,1009.2,22.5,88,124.8,1.7,6.1,4,263.8,58.78,688.81,27.5
100,대관령,2021-08,19.6,23.6,924.1,1009.5,20.8,91,217.2,1.9,7.8,6.3,116,27.53,385.83,22.2
100,대관령,2021-09,15.7,19.8,928.2,1015.4,16.2,91,153.9,2,6.6,5.5,153.9,41.27,406.56,18.6
100,대관령,2021-10,9.7,15.8,932.6,1022.5,10.4,82,65.2,2,5.5,4.4,183.6,52.74,369.84,11.9
100,대관령,2021-11,2.7,8.7,927.6,1019.6,5.5,72,32.6,4.1,4,2.8,193.8,63.5,305.65,2.8
100,대관령,2021-12,-3.9,1.3,929.9,1024.6,3.4,67,6.4,4.5,3.3,2.6,207.9,69.62,291.96,-2.9
100,대관령,2022-01,-6.9,-.7,929.5,1025.4,2.4,62,1.3,3,3.5,2.1,233.1,75.93,338.91,-5.2
100,대관령,2022-02,-6.4,-.6,929.6,1025.3,2.2,56,2.2,4.4,2.7,1.3,251.3,83.05,417.09,-3.6
101,춘천,2018-01,-5.5,.3,1014.4,1024.4,2.7,62,5.9,1.3,,,186.7,60.91,274.35,-3.2
101,춘천,2018-02,-3,3.4,1013.7,1023.5,2.7,54,36.5,1.5,,,201.9,66.79,323.46,-1.6
101,춘천,2018-03,7.3,13.5,1011.3,1020.7,6.5,64,32.8,1.9,,,203.2,54.77,418.73,7.3
101,춘천,2018-04,12.4,19.3,1006.7,1015.8,8.5,63,139.5,1.9,,,217.7,55.04,498.66,14
101,춘천,2018-05,17.7,23.5,1002.6,1011.6,13.7,70,201.9,1.7,,,231.5,52.51,566.15,20.2
101,춘천,2018-06,23.1,29.1,999.1,1007.8,18.2,67,104.1,1.7,,,252,56.9,622.37,29
101,춘천,2018-07,26.7,31.5,1000.5,1009.1,27,79,213.6,1.5,,,245,54.5,598.56,31.3
101,춘천,2018-08,27.3,32.3,999,1007.6,27.3,77,389.5,1.6,,,232.7,55.13,545.21,30.4
101,춘천,2018-09,19.6,25.3,1005.1,1014,16.9,76,69.9,1.5,,,207.8,55.67,449.98,21.9
101,춘천,2018-10,10.9,17.5,1010.2,1019.5,9.9,77,127.5,1.2,,,188.7,54.21,325.79,11.9
101,춘천,2018-11,5.6,11.7,1014.7,1024.2,7,77,63.5,1,,,134.3,44.05,209.29,5.4
101,춘천,2018-12,-2.8,3.3,1018,1027.9,3.4,64,16.8,1.1,,,178.8,60.02,223.95,-2.1
101,춘천,2019-01,-3.5,4.1,1016.4,1026.3,2.7,59,1.3,1.1,,,210.4,68.74,261.3,-3.3
101,춘천,2019-02,0,6.4,1014.7,1024.4,3.6,60,29,1.2,,,193.9,64.21,296.58,.6
101,춘천,2019-03,5.7,12.5,1007.7,1017.1,5.4,62,38.7,1.5,,,187.9,50.72,368.69,5.3
101,춘천,2019-04,11.3,18.3,1006,1015.2,7.6,59,49.4,1.6,,,201.2,50.92,442.86,12.7
101,춘천,2019-05,19,26.5,1002.5,1011.4,11.3,55,27.1,1.7,,,309.1,70.12,612.37,22.9
101,춘천,2019-06,22.1,28,998.5,1007.2,18,70,76.4,1.5,,,249.3,56.29,558.2,26.2
101,춘천,2019-07,25.6,29.9,997.7,1006.3,24.5,76,238.6,1.5,,,158.7,35.29,429.86,28.8
101,춘천,2019-08,26.2,31.2,998.4,1007,26,78,192.3,1.4,,,238.5,56.5,512.34,28.5
101,춘천,2019-09,21.3,26.4,1006.6,1015.4,19.8,79,142.6,1.3,,,126.6,33.87,340.61,23.5
101,춘천,2019-10,14.7,20.6,1010.5,1019.5,12.7,76,50.3,1.2,,,183,52.56,350.93,16.1
101,춘천,2019-11,5.6,11.6,1013.8,1023.2,6.9,74,63.1,.9,,,160.2,52.51,253.7,6.3
101,춘천,2019-12,-.1,4.4,1016.3,1025.9,4.5,72,14.4,1,,,130,43.67,200.48,.4
101,춘천,2020-01,-.1,5.7,1014.3,1023.9,4.3,70,80,1.1,,,167.7,54.8,255.19,-.1
101,춘천,2020-02,1.4,7.2,1015.3,1024.8,4.6,67,54.2,1.3,,,174.7,55.8,310.84,2.3
101,춘천,2020-03,7,13.9,1008,1017.3,5.2,55,13.8,1.5,,,235.7,63.43,486.87,7.9
101,춘천,2020-04,10.5,17.5,1007.5,1016.7,6.2,51,14.4,1.9,,,267.1,67.4,581.2,13.2
101,춘천,2020-05,18.1,23.8,1001.3,1010.1,13.7,68,118.3,1.6,,,208.9,47.34,567.78,20.8
101,춘천,2020-06,24.2,29.8,997.3,1005.9,19.4,67,75.8,1.7,,,241.9,54.62,618.77,27.8
101,춘천,2020-07,23.8,28.1,998.5,1007.1,22,76,174.3,1.5,,,150.5,33.49,481.37,26
101,춘천,2020-08,26.1,29.5,1000,1008.5,28.1,84,773.7,1.3,,,101.1,24.01,351.26,27.4
101,춘천,2020-09,19.7,24.8,1003.6,1012.4,17.7,78,157.2,1.5,,,166.9,44.79,404.53,21.4
101,춘천,2020-10,11.9,19.4,1011.9,1021.1,10,73,.1,1.1,,,210.9,60.67,384.61,13.3
101,춘천,2020-11,6.1,12.6,1015.6,1025,6.6,68,84.2,1.2,,,176.5,58,270.91,6.5
101,춘천,2020-12,-2.7,3.8,1016.8,1026.6,3.4,65,4.9,1,,,182.6,61.36,253.75,-1.5
101,춘천,2021-01,-4.7,1.5,1015.2,1025.1,3.1,65,17.7,1.2,,,171.3,55.87,256.88,-2.8
101,춘천,2021-02,1.2,8,1011.7,1021.2,4,57,6.6,1.6,,,195.6,64.66,328.03,1.1
101,춘천,2021-03,7.8,14.8,1010.6,1019.9,6.3,63,104.1,1.5,,,207.1,55.81,445.14,8.3
101,춘천,2021-04,13.1,19.9,1009.3,1018.4,8,57,121.7,1.6,,,224.3,56.67,537.02,15
101,춘천,2021-05,16.4,22.3,1000.2,1009.1,12.7,70,172.3,1.4,,,202.2,45.83,539.65,18.8
101,춘천,2021-06,22.3,27.7,999.3,1008,19.2,74,99.7,1.5,,,207.7,46.9,585.1,25.5
101,춘천,2021-07,27.3,32.8,999.8,1008.4,26.9,76,169.5,1.4,,,262.5,58.41,659.51,31.2
101,춘천,2021-08,24.9,29.5,1000.4,1009,24.4,79,129.6,1.5,,,158.6,37.63,449.57,27.6
101,춘천,2021-09,21.3,26.7,1005.5,1014.3,18.8,76,106,1.6,,,198.2,53.14,454.82,24.1
101,춘천,2021-10,14,20,1012.8,1021.8,13.3,80,60.6,1.1,,,153.7,44.19,322.46,15.1
101,춘천,2021-11,6.3,12.8,1010.5,1019.8,6.8,70,53,1.2,,,164.8,54.1,255.2,5.7
101,춘천,2021-12,-1.2,4.5,1015.6,1025.3,4,68,5.1,1.2,,,157.4,52.85,227.56,-1.1
101,춘천,2022-01,-4.2,3,1015.6,1025.4,2.9,64,2.8,1,,,193.5,63.13,281.03,-3.7
101,춘천,2022-02,-2.4,4.9,1015.9,1025.7,2.7,53,6.6,1.6,,,215.8,71.39,357.96,-1
102,백령도,2018-01,-2.9,-.7,1006.5,1025.1,3.3,64,10.5,3.8,7.3,5.8,102.5,33.44,,.2
102,백령도,2018-02,-1.8,.8,1005.8,1024.3,3.4,59,2.6,4.1,5.6,4.1,158.8,52.58,,.7
102,백령도,2018-03,4.1,7.7,1002.5,1020.6,6.3,75,22.6,4.2,5.9,4.5,192,51.79,,7.3
102,백령도,2018-04,9.3,12.8,997.9,1015.6,8,69,89.5,5.1,5.1,3.6,207.6,52.48,,12.2
102,백령도,2018-05,13.2,17.1,1005.6,1009.9,12.4,83,62.5,4.1,5.8,3.8,211,47.85,621.3,17
102,백령도,2018-06,18.3,22.3,1002,1006.2,18.5,89,101.9,2.8,6.9,4.8,178.5,40.31,626.45,24.8
102,백령도,2018-07,23,26.1,1002.8,1007,25.6,92,181.7,3.1,6.9,5.7,189,42,618.28,28.8
102,백령도,2018-08,24.9,28.3,1001.7,1005.8,27.3,87,194.9,2.9,5.2,3,271.4,64.33,660.12,31.2
102,백령도,2018-09,19.8,22.6,1008.1,1012.3,18.1,78,44.2,3.2,4.8,3.2,213.8,57.27,526.42,21.9
102,백령도,2018-10,13.9,16.6,1013.9,1018.2,10.4,65,36.4,4,4.3,2.8,247.2,71.01,469.54,14.8
102,백령도,2018-11,9.2,11.7,1018.2,1022.7,7.8,65,56.6,3.6,4.5,3.3,133.7,59.26,282.97,
102,백령도,2018-12,1.1,3.5,1022.6,1027.2,4.5,64,27.7,5.9,6.3,5.4,113.5,45.6,221.58,-.7
102,백령도,2019-01,.8,3.2,1021.4,1026,4.1,62,.1,5.2,4.4,3.2,175.8,57.41,281.37,.4
102,백령도,2019-02,.9,3.5,1019.6,1024.1,4.5,65,21.1,5,5.5,3.5,181.6,60.17,339.28,1.1
102,백령도,2019-03,4.9,8.2,1012,1016.5,6.5,75,23.5,4.8,4.7,3.3,198.8,53.66,475.51,6.4
102,백령도,2019-04,9.1,13.1,1009.9,1014.3,8,69,23.7,3.6,4.8,2.2,227,57.42,576.52,12.6
102,백령도,2019-05,15.2,19.8,1006,1010.3,12.1,72,28.9,4,4.2,1.9,301.6,68.39,765.12,22.4
102,백령도,2019-06,18,21.4,1001.9,1006.1,18.1,89,48.5,3,6.6,5.1,193.8,43.77,608.68,25.3
102,백령도,2019-07,22.2,25.7,1000.1,1004.3,23.8,90,128.7,2.9,6.8,5.8,172.3,38.28,568.86,28.9
102,백령도,2019-08,24,27.3,1001.2,1005.3,25.7,87,52.4,2.7,4.9,3.1,258.8,61.28,656.4,29.4
102,백령도,2019-09,20.5,23.5,1009.4,1013.6,20.2,84,144.4,3,6.1,3.2,191.8,51.32,468.31,23.7
102,백령도,2019-10,15.7,18.7,1014,1018.2,13.7,75,9.6,3.8,4.3,2.5,221.5,63.58,425.59,17.6
102,백령도,2019-11,9.3,12,1017.6,1022,7.7,63,83.2,5.2,4.7,2.9,165.1,54.15,281.44,8.9
102,백령도,2019-12,3.7,6.6,1020.2,1024.7,5.7,69,31.3,5.3,6.8,5.7,98.4,33.08,196.74,2.8
102,백령도,2020-01,2.8,4.9,1018.8,1023.3,5,66,40.9,4.5,5.7,3.9,168.1,54.93,272.53,1.7
102,백령도,2020-02,2.7,5,1019.6,1024.1,6,77,28.4,4.6,5.6,4.7,136.4,43.56,304.91,2.9
102,백령도,2020-03,6.1,9.2,1013,1017.4,6.4,67,6.9,5.3,3.4,2,263.6,70.94,581.49,8.1
102,백령도,2020-04,9.4,12.4,1012.1,1016.5,8.1,68,20.5,5,2.6,1.2,307.8,77.69,710.41,14.2
102,백령도,2020-05,13.7,17.2,1004.3,1008.6,13.4,86,223.2,4.2,6.8,5,150.7,34.13,541.13,16.8
102,백령도,2020-06,18.9,22.7,1000.8,1004.9,18.7,87,119.4,3.1,6.9,4.7,184.6,41.67,603.06,25.1
102,백령도,2020-07,21,24.3,1001.3,1005.4,22.5,92,214.3,2.8,7.2,4.8,195.8,43.55,611.74,25.4
102,백령도,2020-08,23.8,26,1001.5,1005.6,28.7,98,302.9,3.6,8.9,7.7,62.3,14.79,360.34,25.7
102,백령도,2020-09,20.4,23.3,1006.9,1011,20.2,84,232.9,3.1,5.3,2.8,220.5,59.18,501.19,22.9
102,백령도,2020-10,15.1,17.8,1015.8,1020.2,11.4,66,22.5,3.7,4.3,1.8,229.1,65.95,438.38,15.6
102,백령도,2020-11,9.4,12.1,1019.5,1024,8.5,68,37.4,4.8,5,4,148.2,48.69,262.91,8.3
102,백령도,2020-12,2.4,4.9,1021.3,1025.8,4.6,61,9.1,5.3,6.8,6,111.1,37.37,209.37,1.6
102,백령도,2021-01,-1,1.8,1019.3,1023.9,4.2,69,64.5,4.9,6.4,5.5,114.8,37.46,231.25,-.4
102,백령도,2021-02,2.1,5.6,1016.3,1020.8,5.1,67,4.6,5.2,4.8,3.2,176.4,58.31,345.43,2.3
102,백령도,2021-03,6.1,9.4,1014.7,1019.1,7,75,68,3.7,5.3,3.5,205.2,55.3,485.2,7.5
102,백령도,2021-04,10.9,14.8,1013,1017.3,8.6,67,67.1,4,4.9,3,238.5,60.24,601.52,13.4
102,백령도,2021-05,14.5,18.3,1003.4,1007.6,12.8,78,67.3,3.8,5.3,3.4,248.8,56.39,682.22,19.3
102,백령도,2021-06,18.7,22.5,1001.9,1006.1,19.2,90,178.5,2.9,7.2,5.6,173.3,39.14,577.25,23.4
102,백령도,2021-07,24,27.4,1002.2,1006.3,24.9,85,39.7,2.8,5.8,3.6,242.3,53.89,649.78,30.7
102,백령도,2021-08,23.6,26.5,1002.8,1006.9,25.3,88,346.4,2.7,6.4,3.4,175.6,41.63,505.26,26.7
102,백령도,2021-09,21.4,24.1,1007.9,1012.1,20,79,164.4,3.4,4.8,2.9,211.8,56.8,504.76,23.2
102,백령도,2021-10,16.1,18.7,1016.1,1020.4,12.2,62,60.7,4.1,4.8,3.2,193.4,55.65,393.66,15.8
102,백령도,2021-11,10.2,13.5,1014.2,1018.6,8.2,63,46.2,4.9,5.3,3.7,129.2,42.42,238,9.1
102,백령도,2021-12,3.5,6.5,1020,1024.5,5.2,63,12.4,5.7,5.4,4.7,120,40.35,210.76,2.7
102,백령도,2022-01,0,2.6,1020.5,1025.1,3.6,58,12.2,5.2,4.3,3.2,173.5,56.61,285.68,.2
102,백령도,2022-02,.2,2.7,1021,1025.6,3.8,58,4.9,5.2,4.6,3.4,172.8,57.22,345.94,1.6
104,북강릉,2018-01,-.8,3.6,1010.7,1020.8,2.7,42,2.8,2.1,3.1,1.4,218.5,71.22,303.7,-1.3
104,북강릉,2018-02,.1,4.5,1011.1,1021.1,3.1,47,43.5,2.2,3.1,1.6,217.7,72.01,358.05,0
104,북강릉,2018-03,8.2,12.8,1009.9,1019.5,6.7,63,72.3,2.1,4.6,3.1,201.3,54.29,428.17,7.6
104,북강릉,2018-04,13.4,18.7,1005.1,1014.5,7.6,54,151.8,2.2,4.4,2.3,227,57.4,525.68,13.8
104,북강릉,2018-05,16.2,20.5,1001.9,1011.2,12.5,70,133,1.9,6.1,4,201.5,45.73,534.29,18.8
104,북강릉,2018-06,21.6,25.8,998.4,1007.4,16.2,66,44.7,1.6,5.8,2.8,230.2,52.01,609.58,27.1
104,북강릉,2018-07,25.1,28.4,1000,1009,24.4,78,204,1.3,5.5,4.3,227.5,50.62,567.85,29.2
104,북강릉,2018-08,24.9,28.5,999,1007.9,25.5,82,432.2,1.3,6.8,4.8,164.3,38.95,457.4,28.5
104,북강릉,2018-09,19.2,22.9,1004.6,1013.8,16.6,75,171.7,1.2,6.3,3.9,168.5,45.14,415.04,21.4
104,북강릉,2018-10,13.2,17.4,1008.4,1017.8,9.4,62,232.5,1.9,3.8,2.6,226.5,65.05,387.21,13.5
104,북강릉,2018-11,9.2,13.4,1012.7,1022.4,6.7,56,43.2,1.5,4.3,2.8,171.7,56.31,250.11,7.7
104,북강릉,2018-12,2.1,6.5,1014.8,1024.7,3.4,42,16.4,1.8,3.3,1.6,206.9,69.41,257.08,.8
104,북강릉,2019-01,2,6.9,1012.8,1022.7,2.5,35,17.6,1.9,2.9,1.5,232.4,75.8,292.22,-.2
104,북강릉,2019-02,3,7.1,1012.3,1022.2,3.7,48,13.7,1.8,3.9,2,211.4,70,336.83,2.6
104,북강릉,2019-03,8.1,13,1005.6,1015.1,5.1,49,39.3,2.1,4.4,2.8,226,61,456.16,8.2
104,북강릉,2019-04,11.6,16.2,1004.8,1014.2,7,53,77.5,1.9,5.1,2.7,220.9,55.91,524.24,13.9
104,북강릉,2019-05,19.7,25.1,1000.8,1009.9,9.9,46,2.6,2,4.1,1.7,298.4,67.74,701.38,23.9
104,북강릉,2019-06,19.8,23.9,998.1,1006.8,16.8,75,122.4,1.4,5.8,3.6,221.1,49.97,590.61,25.2
104,북강릉,2019-07,24.3,27.7,997.1,1005.6,23,77,251,1.5,6.8,4.5,191.9,42.68,516.77,27.8
104,북강릉,2019-08,24.8,28.5,997.9,1006.4,24.4,79,260.4,1.3,5.9,3.8,214.1,50.72,511.3,28.2
104,북강릉,2019-09,20.3,24,1006.5,1015.3,19.2,81,219.6,1.2,7.1,4.2,118.6,31.75,316.98,22.5
104,북강릉,2019-10,15.5,19.6,1009.4,1018.4,12.6,71,432.1,1.5,5.6,3.8,149.9,43.01,305.79,16.2
104,북강릉,2019-11,9.3,14.1,1011.5,1020.7,7,58,127,1.6,4.4,2.6,180.4,59.09,259.21,8.2
104,북강릉,2019-12,4.5,8.9,1013.1,1022.4,3.9,44,6.5,2,3.5,2,193.1,64.69,242.07,2.5
104,북강릉,2020-01,3.5,7.4,1012,1021.4,4.4,54,102.7,1.8,4.9,3.3,159.2,51.96,225.7,2.2
104,북강릉,2020-02,4.1,8.7,1012.7,1022.1,4.4,52,70.7,2,4.1,2.8,200.1,63.91,333.45,4.2
104,북강릉,2020-03,8,12.8,1006.3,1015.5,5.8,54,48.8,2.1,3.6,2.5,258.3,69.53,524.42,8.9
104,북강릉,2020-04,10.8,15.8,1006,1015.1,6.2,50,68.5,2.3,4,2.7,254.9,64.37,575.53,12.6
104,북강릉,2020-05,17,21.9,1000.3,1009.1,12.4,67,111.5,1.8,5.8,3.9,233.1,52.83,610.46,20.7
104,북강릉,2020-06,22.2,26.5,996.5,1005.1,18.2,71,244.4,1.6,5.6,3.4,232.4,52.5,614.57,28.2
104,북강릉,2020-07,21,24.1,998.7,1007.4,21,86,435.7,1.3,7.4,5.1,146.1,32.54,455.43,24.5
104,북강릉,2020-08,25.4,29.3,999.1,1007.6,26.2,82,171.1,1.3,7.6,5.2,134.2,31.86,381.59,27.3
104,북강릉,2020-09,19.4,23.3,1002.9,1011.6,17.4,78,541.7,1.7,6.6,4.7,157,42.13,382.88,22
104,북강릉,2020-10,13.7,18.8,1010.3,1019.3,9.8,62,.2,1.2,4.1,2.2,217.1,62.49,398.42,15.9
104,북강릉,2020-11,9.9,14.6,1012.9,1022.1,6.1,47,5.8,1.5,3.4,2.3,204.2,67.04,287.07,11.4
104,북강릉,2020-12,1.7,6.6,1013.3,1022.8,2.7,37,.6,1.8,2.4,1.2,225.9,75.73,274.19,0
104,북강릉,2021-01,-.6,4.2,1012.2,1021.8,3,44,13,1.8,3.2,2.1,205.4,66.93,278.85,-1.8
104,북강릉,2021-02,3.8,8.8,1008.8,1018.2,4.2,49,5.6,1.9,3.4,1.8,213.5,70.53,352.26,3.2
104,북강릉,2021-03,8.3,12.9,1009.3,1018.5,6.4,62,115.7,1.6,4.9,3.1,210.4,56.7,446.67,7.9
104,북강릉,2021-04,12.4,17.1,1008.7,1017.7,7.9,57,115,1.7,4.9,2.9,237,59.86,578.24,14.8
